City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
367,aswan,EG,24.0934,32.907,65.5,29,0,9.22,1681335475
368,daru,PG,-9.0763,143.2092,77.67,89,86,8.7,1681335475
369,sivaki,RU,52.6333,126.75,29.01,59,100,9.55,1681335475
370,hamilton,US,39.1834,-84.5333,78.75,30,0,13.8,1681335459
371,south sioux city,US,42.4739,-96.4136,91.35,21,0,23.02,1681335475
372,vestmannaeyjar,IS,63.4427,-20.2734,42.57,67,99,8.14,1681335476
373,high level,CA,58.5169,-117.136,44.71,49,20,6.91,1681335476
374,palana,RU,59.1167,159.9667,8.51,80,13,6.53,1681335476
375,bonavista,CA,48.6499,-53.1147,32.77,91,100,9.69,1681335476
376,nicolas bravo,MX,18.45,-88.9167,87.21,45,69,4.7,1681335477
377,sumbe,AO,-11.2061,13.8437,79.63,86,100,2.39,1681335477
378,guasdualito,VE,7.2424,-70.7324,95.0,43,40,3.44,1681335477
379,udachnyy,RU,66.4167,112.4,-5.31,89,96,3.51,1681335477
380,touros,BR,-5.1989,-35.4608,79.59,84,89,15.86,1681335478
381,ketchikan,US,55.3422,-131.6461,43.27,61,100,12.66,1681335479
382,clyde river,CA,70.4692,-68.5914,7.03,78,100,28.77,1681335479
383,broome,US,42.2506,-75.833,79.36,29,20,17.27,1681335479
384,port macquarie,AU,-31.4333,152.9167,59.9,88,44,10.13,1681335480
385,shieli,KZ,44.1667,66.75,60.55,35,21,7.34,1681335480
386,bichura,RU,50.5881,107.6022,27.12,89,100,10.58,1681335480
387,antofagasta,CL,-23.65,-70.4,70.88,78,3,6.2,1681335353
388,saint-francois,FR,46.4154,3.9054,44.04,75,0,4.61,1681335480
389,whitley bay,GB,55.0397,-1.4471,42.71,88,40,2.3,1681335480
390,praia,CV,14.9215,-23.5087,73.94,68,0,12.66,1681335481
391,porbandar,IN,21.6422,69.6093,79.48,67,100,10.92,1681335481
392,dryden,CA,49.7833,-92.7503,70.09,28,20,8.05,1681335481
393,semey,KZ,50.4111,80.2275,36.68,55,44,12.84,1681335481
394,usinsk,RU,65.9939,57.5281,-11.51,95,4,11.01,1681335481
395,poltava,UA,49.5937,34.5407,48.9,83,100,11.1,1681335482
396,alice,US,27.7523,-98.0697,80.76,39,20,8.05,1681335482
397,karakol,KG,42.4907,78.3936,36.39,44,6,6.42,1681335483
398,kenai,US,60.5544,-151.2583,39.29,75,0,12.66,1681335483
399,santa marta,CO,11.2408,-74.199,91.45,66,75,16.11,1681335419
400,diego de almagro,CL,-26.3667,-70.05,73.6,30,0,8.5,1681335484
401,vranjska banja,RS,42.555,21.9922,41.72,70,6,3.62,1681335484
402,temir,KZ,49.1414,57.13,54.82,46,100,17.36,1681335484
403,eyl,SO,7.9803,49.8164,81.95,75,99,11.3,1681335485
404,breves,BR,-1.6822,-50.4803,76.03,93,68,2.62,1681335485
405,chuy,UY,-33.6971,-53.4616,63.81,80,99,11.9,1681335486
406,necochea,AR,-38.5473,-58.7368,57.7,51,95,25.01,1681335486
407,novovasylivka,UA,46.8315,35.7536,48.43,89,100,6.06,1681335486
408,basco,PH,20.4487,121.9702,77.72,86,100,23.78,1681335486
409,huilong,CN,31.8111,121.655,50.94,72,92,14.25,1681335487
410,masunga,BW,-20.6246,27.4488,60.22,77,0,7.96,1681335487
411,guerrero negro,MX,27.9769,-114.0611,64.18,62,99,18.75,1681335487
412,bima,ID,-8.4667,118.7167,76.53,95,98,1.07,1681335488
413,mackay,AU,-21.15,149.2,78.67,88,69,9.28,1681335393
414,porto santo,PT,33.072,-16.3415,62.98,67,20,9.22,1681335488
415,grenada,ES,37.1882,-3.6067,64.67,48,0,10.36,1681335489
416,marawi,PH,7.9986,124.2928,68.09,89,0,3.65,1681335489
417,sistranda,NO,63.7256,8.834,46.36,77,75,28.9,1681335489
